hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
A,NA,A,,NA,NA,0,NA,NA,13,NA,NA,13,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,94,96,10,12,14,NA,96.3,NA,NA,0,NA,NA,1.3,NA,NA,18.1,NA,NA,62.8,NA,NA,14.1,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.05,1.25,1.45,NA,NA,NA,NA,1.31,NA,NA,42,92,141,0.06,0.07,0.08,10.7,15.1,17.3,6.3,11.3,14.3,1.2,4.5,7.8,41,49,56,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,2,4,8,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,17,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728542,51720914
E,NA,E,,NA,NA,13,NA,NA,43,NA,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,94,96,9,11,13,NA,97.3,NA,NA,0,NA,NA,1.3,NA,NA,18.3,NA,NA,63.4,NA,NA,14.3,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,0,2,4,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,NA,1.57,NA,NA,42,92,141,0.05,0.06,0.07,5.1,11.8,14.1,1.8,7.5,10.1,0.1,1.8,3.5,37,41,45,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1.5,2,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,9.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728542,51720915
Bh,NA,B,,NA,NA,43,NA,NA,130,NA,NA,87,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,94,97,10,13,16,NA,94.4,NA,NA,0,NA,NA,1.3,NA,NA,17.8,NA,NA,61.5,NA,NA,13.8,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,2,3,4,NA,NA,NA,1.2,1.4,1.6,NA,NA,NA,NA,1.46,NA,NA,4,23,42,0.06,0.07,0.08,14.7,17.1,18.8,10.8,14,16.4,4.1,7.3,10.5,35,43,50,0,1.5,2.9,6,10,14,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,4.5,6,8,NA,NA,NA,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,21.5,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728542,51720916
A,NA,A,,NA,NA,0,NA,NA,25,NA,NA,25,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,94,97,10,13,16,NA,94.4,NA,NA,0,NA,NA,1.3,NA,NA,17.8,NA,NA,61.5,NA,NA,13.8,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,9,12,15,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,42,92,141,0.15,0.18,0.2,19.8,21.7,37,17.8,20.8,33.2,12.8,18.2,23.6,37,41,45,0,1.5,2.9,10,12,14,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,15.6,21.2,26.8,9,15.5,22,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,52.5,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728543,51720917
Bh,NA,B,,NA,NA,25,NA,NA,91,NA,NA,66,NA,0,0,0,0,0,0,100,100,100,100,100,100,74,77,80,7,10,13,NA,93.6,NA,NA,0.7,NA,NA,12.8,NA,NA,36.2,NA,NA,36.9,NA,NA,7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,2,5,8,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,14,28,42,0.05,0.07,0.09,15.3,19.4,21.9,11.6,17.3,21.1,4.8,11.9,18.9,28,31,34,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9.4,15,2,6,10,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,25,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728543,51720918
C,NA,C,,NA,NA,91,NA,NA,203,NA,NA,112,NA,0,0,0,0,0,0,100,100,100,100,100,100,74,77,80,7,10,13,NA,93.6,NA,NA,0.7,NA,NA,12.8,NA,NA,36.2,NA,NA,36.9,NA,NA,7,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2,5,8,NA,NA,NA,0,1,2,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,NA,1.76,NA,NA,42,92,141,0.04,0.11,0.17,11.3,15.7,18.1,6.9,12.2,15.4,1.5,5.3,9.2,31,34,37,0,1.5,2.9,6,8,13,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.6,4.9,0,2,4,NA,NA,NA,3.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,11.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728543,51720919
A,NA,A,,NA,NA,0,NA,NA,15,NA,NA,15,NA,0,0,0,0,0,0,76,96,100,75,96,100,65,88,100,28,40,52,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,5,10,20,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.47,1.52,1.58,NA,14,28,42,0.12,0.14,0.16,NA,NA,NA,11.8,18,24.1,4,8.4,15.7,34,41,44,0,1.5,2.9,7,15,25,0,4,8,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.4,6.5,2.1,3.3,4.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728553,51720947
E,NA,E,,NA,NA,15,NA,NA,36,NA,NA,21,NA,0,0,0,0,0,0,76,96,100,75,96,100,61,88,100,24,40,52,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,0,10,20,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.35,1.4,1.55,NA,NA,NA,1.42,1.47,1.62,NA,14,28,42,0.08,0.12,0.22,NA,NA,NA,1.7,16,22.3,0.1,6.5,13.2,33,44,46,0,1.5,2.9,7,18,30,0,5,10,0,0,8,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.8,0,0.8,2.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728553,51720948
Btg,NA,B,,NA,NA,36,NA,NA,91,NA,NA,55,NA,0,0,0,0,0,0,76,96,100,75,96,100,45,82,96,19,48,60,NA,55.5,NA,NA,1.5,NA,NA,9,NA,NA,15.3,NA,NA,19.5,NA,NA,10.2,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,5,30,40,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.37,1.47,1.53,NA,4,9,14,0.11,0.12,0.13,NA,NA,NA,9.6,25,29.2,2.5,17.6,24.1,35,44,48,0,1.5,2.9,7,25,45,0,9,18,0,1,15,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.6,5.1,0.4,2.7,3.8,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,6.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728553,51720949
2Cg,2,C,,NA,NA,91,NA,NA,203,NA,NA,112,NA,0,0,0,0,0,0,77,97,100,76,97,100,57,76,84,19,29,35,NA,78.5,NA,NA,3.2,NA,NA,12.4,NA,NA,20.6,NA,NA,27.1,NA,NA,15.2,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,0,5,10,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.55,1.6,NA,NA,NA,1.52,1.62,1.69,NA,42,92,141,0.05,0.07,0.1,5.1,18.2,22.5,1.8,12.5,17.4,0.1,3.8,7.7,32,38,43,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.6,0,1.3,2,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728553,51720950
Ap,NA,A,,NA,NA,0,NA,NA,15,NA,NA,15,NA,0,0,0,0,0,0,76,96,100,75,96,100,65,88,100,28,40,52,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,5,10,20,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.47,1.52,1.58,NA,14,28,42,0.12,0.14,0.16,NA,NA,NA,11.8,18,24.1,4,8.4,15.7,34,41,44,0,1.5,2.9,7,15,25,0,4,8,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.4,6.5,2.1,3.3,4.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728554,51720951
E,NA,E,,NA,NA,15,NA,NA,36,NA,NA,21,NA,0,0,0,0,0,0,76,96,100,75,96,100,61,88,100,24,40,52,NA,68.5,NA,NA,0.3,NA,NA,4.7,NA,NA,15.2,NA,NA,29.8,NA,NA,18.5,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,0,10,20,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.35,1.4,1.55,NA,NA,NA,1.42,1.47,1.62,NA,14,28,42,0.08,0.12,0.22,NA,NA,NA,1.7,16,22.3,0.1,6.5,13.2,33,44,46,0,1.5,2.9,7,18,30,0,5,10,0,0,8,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.8,0,0.8,2.9,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728554,51720952
Btg,NA,B,,NA,NA,36,NA,NA,91,NA,NA,55,NA,0,0,0,0,0,0,76,96,100,75,96,100,45,82,96,19,48,60,NA,55.5,NA,NA,1.5,NA,NA,9,NA,NA,15.3,NA,NA,19.5,NA,NA,10.2,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,5,30,40,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,1.37,1.47,1.53,NA,4,9,14,0.11,0.12,0.13,NA,NA,NA,9.6,25,29.2,2.5,17.6,24.1,35,44,48,0,1.5,2.9,7,25,45,0,9,18,0,1,15,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.6,5.1,0.4,2.7,3.8,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,6.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728554,51720953
2Cg,2,C,,NA,NA,91,NA,NA,203,NA,NA,112,NA,0,0,0,0,0,0,77,97,100,76,97,100,57,76,84,19,29,35,NA,78.5,NA,NA,3.2,NA,NA,12.4,NA,NA,20.6,NA,NA,27.1,NA,NA,15.2,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,0,5,10,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.55,1.6,NA,NA,NA,1.52,1.62,1.69,NA,42,92,141,0.05,0.07,0.1,5.1,18.2,22.5,1.8,12.5,17.4,0.1,3.8,7.7,32,38,43,0,1.5,2.9,7,10,13,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.6,0,1.3,2,NA,NA,NA,4.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728554,51720954
Ap,NA,A,,NA,0,0,0,18,25,28,18,25,26,0,0,0,0,0,0,77,97,100,76,96,100,66,91,100,24,38,48,50,68,80,0,0,0,1,2,2,10,13,15,29,40,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,1,1.5,2,NA,NA,NA,1.55,1.56,1.58,NA,NA,NA,1.58,1.59,1.62,NA,14,28,42,0.1,0.12,0.15,NA,NA,NA,12.1,18.5,23.9,4.2,9,15.5,31,37,38,0.2,0.5,0.9,18,24,32,2,6,12,0,0,2,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.5,1.5,3.4,0.4,0.7,2.3,3.5,4.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728607,51721130
C,NA,C,,NA,152,160,179,203,203,216,24,43,64,0,0,0,0,0,0,79,97,100,78,97,100,66,87,98,27,38,47,50,68,80,0,0,0,1,2,10,10,31,37,20,22,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,0,0.25,0.5,NA,NA,NA,1.48,1.54,1.59,NA,NA,NA,1.5,1.56,1.61,NA,14,28,42,0.06,0.09,0.11,NA,NA,NA,10.1,16.2,21.6,2.8,6.7,12.4,32,39,42,0.2,0.5,0.9,15,19,25,3,6,10,0,0,2,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,1.5,3.4,0.3,0.7,0.8,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728607,51721131
E,NA,E,,NA,18,25,28,31,36,36,9,11,18,0,0,0,0,0,0,79,97,100,78,97,100,68,92,100,25,38,48,50,68,80,0,0,0,1,2,10,10,13,15,29,40,47,10,13,15,7,22,38,NA,NA,NA,NA,NA,NA,5,10,18,0,0,0,0,0.25,0.5,NA,NA,NA,1.57,1.6,1.62,NA,NA,NA,1.6,1.63,1.67,NA,14,28,42,0.06,0.09,0.11,NA,NA,NA,10.6,17,22.6,3.1,7.4,13.7,31,37,39,0.1,0.7,1.5,16,21,29,2,6,12,0,0,2,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.4,3.2,8.7,0.1,0.4,1.5,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,4.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728607,51721132
Bt,NA,B,,NA,20,36,36,81,117,157,45,81,114,0,0,0,0,0,0,76,96,100,75,96,100,64,92,100,26,45,58,40,60,77,0,0,0,1,2,3,7,11,14,23,35,45,8,12,15,3,17,38,NA,NA,NA,NA,NA,NA,7,23,33,0,0,0,0,0.25,0.5,NA,NA,NA,1.62,1.65,1.68,NA,NA,NA,1.66,1.69,1.71,NA,4,12,14,0.11,0.14,0.17,NA,NA,NA,11.7,23.9,28.9,4,15.9,23.6,29,35,37,0.2,0.8,1.4,18,32,42,3,15,23,0,3,10,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,2.6,5.4,0.3,0.6,3.8,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728607,51721133
Btg,NA,B,,NA,81,117,157,152,160,179,5,43,98,0,0,0,0,0,0,80,97,100,79,97,100,63,92,100,26,47,65,40,60,77,0,0,0,1,2,3,7,11,14,21,32,41,10,15,19,3,17,38,NA,NA,NA,NA,NA,NA,7,23,40,0,0,0,0,0.25,0.5,NA,NA,NA,1.62,1.66,1.69,NA,NA,NA,1.67,1.71,1.74,NA,4,9,14,0.11,0.15,0.2,NA,NA,NA,11.6,23.9,31.5,4,16,28.6,28,34,37,0.2,0.8,1.6,18,32,48,3,15,28,0,5,10,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.6,2.6,6.3,0.3,0.8,5.4,3.5,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17728607,51721134
BCg,NA,BC,,NA,104,104,183,163,168,183,0,64,79,0,0,0,0,0,0,97,100,100,92,100,100,72,90,100,34,48,67,45,59,80,1.6,2.1,2.8,4.9,6.4,8.7,5.2,6.8,9.2,24.5,32.1,43.5,8.8,11.6,15.8,5,15,40,2.8,6,14.2,2.2,9,25.8,15,26,45,0,0,0,0.5,0.75,1,NA,NA,NA,1.48,1.56,1.65,NA,NA,NA,1.54,1.62,1.66,2.65,4,9,14,0.05,0.08,0.1,NA,NA,NA,19.1,25.6,32.6,10,18.1,30.7,34,39,42,0.7,1.2,2.1,26,36,53,9,18,32,0,4,19,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2.7,5,9,0.9,1.4,4.3,3.5,4.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.5,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728608,51721135
Cg,NA,C,,NA,163,168,183,175,203,203,0,35,40,0,0,0,0,0,0,100,100,100,98,98,100,72,85,96,33,49,60,43,55,67,1,1,1,6,8,10,14,19,23,13,18,22,7,9,11,7,15,30,NA,NA,NA,NA,NA,NA,17,30,40,0,0,0,0.5,0.75,1,NA,NA,NA,1.42,1.54,1.67,NA,NA,NA,1.49,1.61,1.74,NA,1.4,9,14,0.12,0.17,0.19,NA,NA,NA,20.8,26.8,30.8,11.6,20.2,27.2,34,39,44,0.8,1.4,1.9,28,40,49,9,21,28,0,1,8,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3.1,5.8,8,1.2,1.4,1.4,3.5,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,9.9,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728608,51721136
Ap,NA,A,,NA,0,0,0,13,18,25,13,18,25,0,0,0,0,0,0,92,97,100,91,97,100,78,89,100,29,38,47,55,70.9,85,0.1,0.1,0.1,2.1,3.3,4,10.2,16.1,19.3,21.6,34,40.8,11,17.4,20.9,0,16.7,25,NA,NA,NA,NA,NA,NA,5,12.4,20,0,0,0,1,2,3,NA,NA,NA,1.46,1.52,1.57,NA,NA,NA,1.49,1.55,1.6,NA,14,28,42,0.25,0.26,0.35,NA,NA,NA,13.5,20.4,25.5,4.6,11.2,17.8,35,38,41,0.2,0.6,1,18,27,36,2,8,13,0,0,4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.8,2.2,3.7,0.4,1.4,2.3,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,5.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,Moist,17728608,51721137
Eg,NA,E,,NA,13,18,25,10,41,46,0,23,33,0,0,0,0,0,0,92,97,100,92,97,100,74,89,95,25,38,42,30,71,85,0.1,0.1,5,2.2,3.4,10,10.2,16.1,30,21.6,34,40.8,11,17.4,20.9,0,12,50,NA,NA,NA,NA,NA,NA,5,17,20,0,0,0,0.5,0.75,1,NA,NA,NA,1.54,1.59,1.64,NA,NA,NA,1.6,1.65,1.69,NA,14,28,42,0.21,0.23,0.35,NA,NA,NA,12.8,21.9,24.1,4.1,13,15.8,34,37,39,0.1,1.2,2.1,17,28,32,2,10,13,0,0,3,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.2,5.9,15.3,0.2,1.2,1.4,3.5,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728608,51721138
Btg,NA,B,,NA,10,41,46,104,104,183,58,63,173,0,0,0,0,0,0,92,97,100,91,97,100,65,75,83,31,39,51,40,65,70,3.3,4,5.2,12.1,13.5,18.7,15.2,18.2,23.4,16.3,19.6,25.2,8.1,9.7,12.5,0,10,32,NA,NA,NA,NA,NA,NA,20,25,30,0,0,0,0.5,0.75,1,NA,NA,NA,1.43,1.52,1.62,NA,NA,NA,1.49,1.58,1.68,NA,4,12,14,0.2,0.22,0.32,NA,NA,NA,20.3,24.5,27.1,11.5,16.7,20.5,34,39,43,0.8,1.2,1.4,24,35,40,3,17,21,0,0,8,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3.3,4.8,5.9,0.8,1.3,3.8,3.5,4.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.4,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moist,17728608,51721139
Ap,NA,A,,NA,0,0,0,15,15,23,15,15,23,0,0,0,0,0,0,94,100,100,84,100,100,72,93,100,31,45,52,52,64,75,0.1,0.1,0.1,2.4,3,3.5,11.8,14.5,17,24.9,30.7,36,12.8,15.7,18.4,5,23,43,2.8,8.7,15.2,2.2,14.3,27.8,5,13,20,0,0,0,0,2.75,5,NA,NA,NA,1.47,1.55,1.63,NA,NA,NA,1.5,1.58,1.66,NA,14,28,42,0.06,0.09,0.13,NA,NA,NA,11,22.2,27.4,3.1,13.1,21,31,37,40,0.2,0.6,1.1,16,29,40,2,8,13,0,0,5,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.8,2.2,4.7,0.4,0.6,3.3,3.6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.3,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728609,51721140
Bt,NA,B,,NA,23,33,36,36,53,76,0,20,53,0,0,0,0,0,0,94,100,100,84,100,100,67,88,97,32,46,55,35,58,77,1,1.6,2.1,4.3,7.2,9.6,7.9,13.1,17.4,17.4,28.8,38.2,4.4,7.3,9.7,5,16,30,2.8,6.4,10.9,2.2,9.6,19.1,18,26,35,0,0,0,0,0.25,0.5,NA,NA,NA,1.53,1.58,1.64,NA,NA,NA,1.59,1.64,1.67,NA,4,9,14,0.06,0.08,0.1,NA,NA,NA,19.1,25.3,29.1,10.7,17.6,23.9,32,38,40,0.8,1.3,1.8,27,35,44,12,18,24,0,2,6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3.5,5.3,8.4,1.1,1.4,4.9,3.6,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,9,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17728609,51721141
