comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,2,NA,Woodington,Series,No ,UNDRAINED,undrained,0,1,2,NA,NA,NA,Very high,5,134,2,None - deposition,Tree cover,Intermixed conifers and hardwoods,Wooded under natural conditions,Yes,Poorly drained,7,25,50,0,0,0,"flats on marine terraces, depressions on marine terraces, broad interstream divides on marine terraces, coastal plains",NA,0.23,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,6,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,High,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleaquults",Ultisols,Aquults,Paleaquults,Typic Paleaquults,coarse-loamy,,semiactive,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115558,17728614
NA,3,NA,Leon,Series,No ,,,0,1,2,NA,NA,NA,Very high,5,250,1,Class 1,Grass/herbaceous cover,Intermixed conifers and hardwoods,,Yes,Poorly drained,7,25,50,200,0,160,"flats on marine terraces, coastal plains",NA,0.23,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,4,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,Low,"Sandy, siliceous, thermic Aeric Alaquods",Spodosols,Aquods,Alaquods,Aeric Alaquods,sandy,,not used,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115558,17728615
NA,2,NA,Icaria,Series,No ,UNDRAINED,undrained,0,1,2,NA,NA,NA,Very high,4,86,3,None - deposition,,,Wooded under natural conditions,Yes,Very poorly drained,7,25,50,0,0,0,"coastal plains, depressions",NA,0.16,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,6,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,B/D,High,High,"Fine-loamy over sandy or sandy-skeletal, siliceous, semiactive, thermic Typic Umbraquults",Ultisols,Aquults,Umbraquults,Typic Umbraquults,fine-loamy over sandy or sandy-skeletal,,semiactive,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115558,17728616
NA,10,NA,Torhunta,Series,Yes,UNDRAINED,undrained,0,1,2,NA,NA,NA,Very high,3,86,3,None - deposition,Tree cover,Intermixed conifers and hardwoods,Wooded under natural conditions,Yes,Very poorly drained,7,25,50,0,0,0,"flats on marine terraces, Carolina Bays on marine terraces, depressions on stream terraces, coastal plains",NA,0.09,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,6,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,High,"Coarse-loamy, siliceous, active, acid, thermic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,coarse-loamy,not used,active,acid,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115559,17728569
NA,80,NA,Torhunta,Series,Yes,DRAINED,drained,0,1,2,NA,NA,NA,Very high,3,86,3,None - deposition,Grass/herbaceous cover,Tame pastureland,Wooded under natural conditions,Yes,Very poorly drained,7,25,50,0,0,0,"flats on marine terraces, Carolina Bays on marine terraces, depressions on stream terraces, coastal plains",NA,0.09,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,3,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,High,"Coarse-loamy, siliceous, active, acid, thermic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,coarse-loamy,not used,active,acid,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115559,17728570
NA,90,NA,Urban land,Miscellaneous area,Yes,,,0,1,2,NA,NA,NA,,NA,NA,NA,,Artificial cover,Urban and built-up,,No,,NA,NA,NA,0,0,0,urban land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,,,High,,,,,,not used,,,,,,,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115560,17728620
100,100,100,Water,Miscellaneous area,Yes,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,Water cover,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115561,17728557
NA,85,NA,Wando,Series,Yes,,,0,3,6,NA,NA,NA,Very low,5,250,1,Class 1,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,1,3,7,0,0,0,"coastal plains, ridges on marine terraces",NA,0.3,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,3,s,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,A,Moderate,Low,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,not used,,not used,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115562,17728558
NA,2,NA,Muckalee,Series,No ,UNDRAINED,undrained,0,1,2,NA,NA,NA,Very high,5,56,5,None - deposition,Tree cover,Hardwoods,Wooded under natural conditions,Yes,Poorly drained,1,3,7,0,0,0,"coastal plains, flood plains",NA,0.23,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,5,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,B/D,Moderate,High,"Coarse-loamy, siliceous, superactive, nonacid, thermic Typic Fluvaquents",Entisols,Aquents,Fluvaquents,Typic Fluvaquents,coarse-loamy,,superactive,nonacid,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115562,17728559
NA,3,NA,Leon,Series,No ,,,0,1,2,NA,NA,NA,Very high,5,220,1,Class 1,Grass/herbaceous cover,Intermixed conifers and hardwoods,,Yes,Poorly drained,1,3,7,200,0,160,"flats on marine terraces, coastal plains",NA,0.23,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,4,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,A/D,High,Low,"Sandy, siliceous, thermic Aeric Alaquods",Spodosols,Aquods,Alaquods,Aeric Alaquods,sandy,,not used,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115562,17728560
NA,40,NA,Urban land,Miscellaneous area,Yes,,,0,3,6,NA,NA,NA,,NA,NA,NA,,Artificial cover,Urban and built-up,,No,,NA,NA,NA,NA,NA,NA,urban land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,,,High,,,,,,,,,,,,,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115563,17728586
NA,3,NA,Leon,Series,No ,,,0,1,2,NA,NA,NA,Very high,5,250,1,Class 1,Grass/herbaceous cover,Intermixed conifers and hardwoods,,Yes,Poorly drained,1,3,7,200,0,160,"flats on marine terraces, coastal plains",NA,0.23,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,4,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,A/D,High,Low,"Sandy, siliceous, thermic Aeric Alaquods",Spodosols,Aquods,Alaquods,Aeric Alaquods,sandy,,not used,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115563,17728587
NA,50,NA,Wando,Series,Yes,,,0,3,6,NA,NA,NA,Very low,5,250,1,Class 1,Tree cover,Intermixed conifers and hardwoods,,No,Well drained,1,3,7,200,0,160,"coastal plains, ridges on marine terraces, urban land",NA,0.3,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,3,s,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,NA,NA,NA,A,Moderate,Low,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,not used,,not used,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115563,17728588
NA,10,NA,Woodington,Series,Yes,UNDRAINED,undrained,0,1,2,NA,NA,NA,Very high,5,86,3,None - deposition,Tree cover,Intermixed conifers and hardwoods,Wooded under natural conditions,Yes,Poorly drained,7,25,50,0,0,0,"flats on marine terraces, depressions on marine terraces, broad interstream divides on marine terraces, coastal plains",NA,0.23,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,6,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,High,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleaquults",Ultisols,Aquults,Paleaquults,Typic Paleaquults,coarse-loamy,not used,semiactive,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115564,17728617
NA,80,NA,Woodington,Series,Yes,DRAINED,drained,0,1,2,NA,NA,NA,Very high,5,86,3,Class 1,Tree cover,Intermixed conifers and hardwoods,Wooded under natural conditions,Yes,Poorly drained,7,25,50,0,0,0,"flats on marine terraces, depressions on marine terraces, broad interstream divides on marine terraces, coastal plains",NA,0.23,NA,15,17,21,1016,1270,1400,NA,NA,NA,200,235,280,3,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A/D,High,High,"Coarse-loamy, siliceous, semiactive, thermic Typic Paleaquults",Ultisols,Aquults,Paleaquults,Typic Paleaquults,coarse-loamy,not used,semiactive,not used,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115564,17728618
NA,3,NA,Bohicket,Series,No ,,,0,1,1,NA,NA,NA,Negligible,5,0,8,None - deposition,Grass/herbaceous cover,Marshland,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,0,0,1,0,0,0,"esturaries, tidal marshes",NA,0.3,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,8,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,None,0,0,0,15,23,30,D,High,Moderate,"Fine, mixed, superactive, nonacid, thermic Typic Sulfaquents",Entisols,Aquents,Sulfaquents,Typic Sulfaquents,fine,,superactive,nonacid,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115565,17728596
NA,85,NA,Yaupon,Series,Yes,,,0,2,3,NA,NA,NA,Medium,5,48,6,Class 1,Barren land,Conifers,,No,Somewhat poorly drained,1,2,3,0,0,0,"hills, islands",NA,0.3,NA,16,17,18,1067,1270,1473,NA,NA,NA,190,230,270,4,e,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, mixed, semiactive, nonacid, thermic Aquic Udorthents",Entisols,Orthents,Udorthents,Aquic Udorthents,fine,,semiactive,nonacid,thermic,,thermic,ninth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,115565,17728597
NA,100,NA,Water,Miscellaneous area,Yes,,,0,0,0,NA,NA,NA,,NA,NA,NA,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,w,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,seventh edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,,1885122,17728564
