hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
2Bt,2,B,NA,NA,71,91,95,96,99,105,NA,8,NA,0,0,0,0,1,1,95,98,100,85,93,100,73,88,100,52,67,81,20,32,45,0,1,3,0,2,5,2,9,15,5,11.5,20,3,8.5,15,21,40,53,19,20,21,18,20,22,20,28,34,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.64,1.69,1.77,2.61,4.23,9.17,14.11,0.18,0.19,0.21,NA,NA,NA,25.5,30.3,34.1,11.6,17.3,22.1,35,39,42,1.9,3.8,5.4,30,39,45,13,20,24,4,11,20,0.37,0.37,0,10,20,0,0,0,0,0,0,0,0,2,15.6,21.6,26.1,NA,NA,NA,13.1,60.3,65.1,6.1,7.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.6,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484005,51075337
Bt,NA,B,NA,NA,25,28,40,71,91,95,NA,63,NA,0,0,0,0,0,0,100,100,100,94,96,100,88,95,100,82,90,100,0,7,15,0,0.2,1,0,0.5,2,0,1.3,3,0,2.5,5,0,2.5,5,50,63,75,28,31,32,30,32,33,25,30,35,0,0,0,0.5,1.25,2,NA,NA,NA,1.15,1.25,1.35,NA,NA,NA,1.33,1.43,1.49,2.59,4.23,9.17,14.11,0.15,0.18,0.2,NA,NA,NA,27.5,30.1,32.7,12.7,16.1,19.7,44,48,53,3.3,4.5,5.8,36,43,49,17,21,25,13,20,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,2,19.7,24.1,28.2,NA,NA,NA,17,23.2,36.2,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484005,51075338
Ap,NA,A,NA,NA,0,0,0,25,28,40,NA,28,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,88,94,100,0,7.5,15,0,0.3,1,0,0.7,2,0,1.5,3,0,2.5,4,0,2.5,5,58,69,80,33,34,35,33,35,36,20,23.5,27,0,0,0,3,4,5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,1.22,1.32,1.35,2.56,4.23,9.17,14.11,0.17,0.18,0.2,NA,NA,NA,28.2,30.2,31.9,12.9,15.6,18.3,47,50,54,2.4,3.2,4.1,37,42,48,13,15,18,12,16,22,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2,17.3,20.3,23.2,NA,NA,NA,13.9,18.6,23.1,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,5.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484005,51075339
2Cg,2,C,NA,NA,116,119,135,152,152,200,NA,33,NA,0,0,0,0,3,4,95,97,100,76,87,100,56,76,100,30,48,78,15,48,80,0,0.4,7,0,7.6,12,5,16.4,30,5,18,35,1,5.6,20,0,31,73,12,15,16,14,16,18,10,21,32,0,0,0,0,0.1,0.2,NA,NA,NA,1.4,1.55,1.65,NA,NA,NA,1.51,1.66,1.82,2.63,4.23,23.29,42.34,0.17,0.19,0.2,18,24.4,30.5,13.7,21.1,28.4,5.7,13.3,22.6,29,35,44,0.7,2.1,4.9,21,31,42,6,14,23,0,3,17,0.28,0.28,0,20,40,0,0,0,0,0,0,0,0,2,7.6,15.8,23.8,NA,NA,NA,6.4,54.5,62.8,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484006,51075340
2Btg,2,B,NA,NA,81,104,110,116,119,135,NA,15,NA,0,0,0,0,3,5,95,96,100,82,89,100,71,88,100,47,67,89,20,35,55,0,0,3,0,0.2,7,3,4,25,5,12.8,25,1,18,20,12,41,53,18,20,21,20,21,22,15,24,33,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.3,1.43,1.55,NA,NA,NA,1.43,1.56,1.69,2.61,4.23,9.17,14.11,0.16,0.18,0.2,NA,NA,NA,21.4,26.9,32.6,7.7,13.1,19.5,33,40,48,1.3,2.8,5.2,26,35,44,9,16,23,1,9,22,0.43,0.43,0,0,20,0,0,0,0,0,0,0,0,2,12,18.8,25.4,NA,NA,NA,9.9,18.8,64.4,6.1,7.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484006,51075341
Btg,NA,B,NA,NA,25,36,40,81,104,110,NA,68,NA,0,0,0,0,0,0,100,100,100,94,96,100,87,95,100,80,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,64,80,31,32,34,30,32,33,20,28,35,0,0,0,0.5,1.25,2,NA,NA,NA,1.33,1.4,1.47,NA,NA,NA,1.51,1.58,1.66,2.59,4.23,9.17,14.11,0.14,0.15,0.17,NA,NA,NA,26.5,30.6,34.1,11.5,16.9,22,40,43,46,2.2,4.1,5.8,31,41,49,13,20,25,9,19,29,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,2,16.2,22.7,28.2,NA,NA,NA,12.9,21.5,36.2,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484006,51075342
Ap,NA,A,NA,NA,0,0,0,25,36,40,NA,36,NA,0,0,0,0,0,0,100,100,100,94,96,100,88,94,100,82,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,61,73,29,30,31,28,31,33,27,31,35,0,0,0,4,5.5,7,NA,NA,NA,1.21,1.29,1.36,NA,NA,NA,1.37,1.45,1.48,2.52,4.23,9.17,14.11,0.13,0.15,0.16,NA,NA,NA,31.1,33.5,36,18,21.8,25.8,42,45,49,3.2,3.8,4.6,45,52,59,18,21,24,16,23,31,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,2,23,26.3,29.6,NA,NA,NA,20.4,25.4,37.6,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,6.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484006,51075343
2C,2,C,NA,NA,135,175,180,152,200,200,NA,25,NA,0,0,0,0,2,4,96,97,100,82,89,100,74,87,100,62,77,98,2,16,30,0,0.5,2,0,1,3,1,3.5,10,3,7,15,2,4,10,40,56,83,27,28,31,27,28,29,15,28,30,0,0,0,0,0.25,0.5,NA,NA,NA,1.38,1.39,1.4,NA,NA,NA,1.55,1.56,1.6,2.61,1.41,2.82,4.23,0.14,0.15,0.17,NA,NA,NA,21.2,28.2,31.3,7.3,14.7,17.3,39,41,45,1.2,3.6,4.5,25,38,41,9,19,21,3,14,22,0.43,0.43,5,17,30,0,0,0,0,0,0,0,0,2,10.9,21.3,23.3,NA,NA,NA,44.2,60,62.3,7.4,8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484007,51075344
2Btg,2,B,NA,NA,89,112,115,135,175,180,NA,63,NA,0,0,0,0,0,0,100,100,100,83,91,100,74,89,100,62,79,100,2,16,30,0,0.5,2,0,1,3,1,3.5,10,3,7,15,2,4,10,30,56,78,27,28,29,27,28,30,20,28,40,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.47,1.5,1.52,NA,NA,NA,1.66,1.69,1.85,2.61,4.23,9.17,14.11,0.16,0.18,0.2,NA,NA,NA,24.8,29.6,35.4,11,16.4,24.6,36,38,41,1.9,3.8,6.8,30,39,51,13,20,29,5,15,33,0.43,0.43,0,7,15,0,0,0,0,0,0,0,0,2,15.6,21.6,30.2,NA,NA,NA,15,60.3,69.2,6.6,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484007,51075345
Btg,NA,B,NA,NA,25,53,55,89,112,115,NA,59,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,88,95,100,1,6,10,0,0.1,0.3,0,0.3,0.7,0,1.1,3,0,2,5,0,2.5,5,50,62,75,29,31,32,30,31,33,24,32,40,0,0,0,0.2,1.1,2,NA,NA,NA,1.36,1.39,1.41,NA,NA,NA,1.58,1.61,1.7,2.59,4.23,9.17,14.11,0.18,0.19,0.21,NA,NA,NA,28.7,32.4,35.4,13.6,19.1,24.6,43,44,45,3.1,5.1,7,34,44,54,16,22,29,13,23,34,0.37,0.37,0,0,5,0,0,0,0,0,0,0,0,2,18.4,25.4,31.8,NA,NA,NA,16.7,24.5,70.8,6.1,6.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,5.1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484007,51075346
Ap,NA,A,NA,NA,0,0,0,25,53,55,NA,53,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,91,95,100,1,6,10,0,0.1,0.3,0,0.3,0.7,0,1.1,3,0,2,5,0,2.5,5,55,63,72,30,31,32,30,32,33,27,31,35,0,0,0,4,5.5,7,NA,NA,NA,1.25,1.31,1.36,NA,NA,NA,1.41,1.47,1.5,2.52,4.23,9.17,14.11,0.16,0.17,0.2,NA,NA,NA,32.2,34.4,36.2,18.8,22.6,26.2,44,46,48,3.3,3.9,4.6,45,52,59,18,21,24,19,24,31,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,2,23,26.3,29.6,NA,NA,NA,20.4,22.6,29.5,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,8.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484007,51075347
H1,NA,H,NA,1,NA,0,NA,NA,36,NA,NA,36,NA,0,0,0,0,0,0,100,100,100,94,96,100,88,94,100,82,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,61,73,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,4,5.5,7,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.37,NA,NA,4.23,9.17,14.11,0.21,0.22,0.23,NA,NA,NA,NA,32.9,NA,NA,20.4,NA,NA,49,NA,3,4.5,5.9,30,40,50,15,22.5,30,11,21,33,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,24,29.5,35,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483905,51074973
H2,NA,H,NA,2,NA,36,NA,NA,104,NA,NA,68,NA,0,0,0,0,0,0,100,100,100,94,96,100,87,95,100,80,90,100,0,8,15,0,0.4,0.5,0,0.7,2,0,1.1,5,0,2.5,7,0,3.3,7,50,64,80,NA,NA,NA,NA,NA,NA,20,28,35,0,0,0,0.5,1.25,2,NA,NA,NA,1.2,1.33,1.45,NA,NA,NA,NA,1.52,NA,NA,4.23,9.17,14.11,0.21,0.23,0.24,NA,NA,NA,NA,30.3,NA,NA,16.2,NA,NA,46,NA,3,4.5,5.9,30,40,50,15,22.5,30,11,21,33,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,13,19,25,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483905,51074974
H3,NA,H,NA,3,NA,104,NA,NA,119,NA,NA,15,NA,0,0,0,0,3,5,95,96,100,82,89,100,71,88,100,47,67,89,15,35,55,0,0,3,0,0.2,7,3,4,25,5,12.8,25,1,18,20,12,41,70,NA,NA,NA,NA,NA,NA,15,24,33,0,0,0,0.2,0.35,0.5,NA,NA,NA,1.3,1.43,1.55,NA,NA,NA,NA,1.64,NA,NA,4.23,9.17,14.11,0.17,0.19,0.2,NA,NA,NA,NA,27.9,NA,NA,13.6,NA,NA,42,NA,3,4.5,5.9,30,40,50,15,22.5,30,2,11,26,0.43,0.43,0,10,20,0,0,0,0,0,0,0,0,0,9,15,21,NA,NA,NA,NA,NA,NA,6.1,7.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483905,51074975
H4,NA,H,NA,4,NA,119,NA,NA,152,NA,NA,33,NA,0,0,0,0,3,4,95,97,100,76,87,100,56,76,100,30,48,78,15,48,80,0,0.4,7,0,7.6,12,5,16.4,30,5,18,35,1,5.6,20,0,31,75,NA,NA,NA,NA,NA,NA,10,21,32,0,0,0,0,0.1,0.2,NA,NA,NA,1.4,1.55,1.7,NA,NA,NA,NA,1.63,NA,NA,4.23,23.29,42.34,0.11,0.15,0.19,NA,24.7,NA,NA,21.4,NA,NA,13.5,NA,NA,36,NA,0,1.5,2.9,20,27.5,35,7,13.5,20,0,3,15,0.28,0.28,0,20,40,0,0,0,0,0,0,0,0,0,6,13,20,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483905,51074976
H1,NA,H,NA,1,NA,0,NA,NA,41,NA,NA,41,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,97,100,0,5,10,NA,0.1,NA,NA,0.2,NA,NA,0.4,NA,NA,1.5,NA,NA,2.8,NA,63,73,82,NA,NA,NA,NA,NA,NA,18,22,27,NA,NA,NA,3,4,5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.25,NA,NA,4.23,9.17,14.11,0.22,0.23,0.24,NA,NA,NA,NA,29.7,NA,NA,14.9,NA,NA,50,NA,0,1.5,2.9,20,25,30,5,10,15,1,7,14,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,17,21.5,26,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483906,51074977
H2,NA,H,NA,2,NA,41,NA,NA,119,NA,NA,78,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,91,96,100,0,5,10,NA,0.3,NA,NA,0.4,NA,NA,0.7,NA,NA,1.6,NA,NA,2,NA,55,65,75,NA,NA,NA,NA,NA,NA,25,30,35,NA,NA,NA,0.2,0.6,1,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.48,NA,NA,4.23,9.17,14.11,0.18,0.19,0.2,NA,NA,NA,NA,30.6,NA,NA,16.3,NA,NA,48,NA,3,4.5,5.9,25,35,45,10,17.5,25,6,16,27,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,15,19,23,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483906,51074978
H3,NA,H,NA,3,NA,119,NA,NA,157,NA,NA,38,NA,0,0,0,0,3,4,89,93,100,58,76,100,52,76,100,39,59,87,15,38,60,NA,0,NA,NA,0,NA,NA,0.9,NA,NA,10.5,NA,NA,26.6,NA,5,37,70,NA,NA,NA,NA,NA,NA,15,25,35,NA,NA,NA,0.1,0.3,0.5,NA,NA,NA,1.3,1.43,1.55,NA,NA,NA,NA,1.66,NA,NA,4.23,9.17,14.11,0.11,0.17,0.22,NA,NA,NA,NA,26.9,NA,NA,13.8,NA,NA,39,NA,3,4.5,5.9,20,30,40,5,12.5,20,0,4,17,0.28,0.43,0,10,20,0,0,0,0,0,0,0,0,0,9,15.5,22,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483906,51074979
H4,NA,H,NA,4,NA,157,NA,NA,178,NA,NA,21,NA,0,0,0,0,3,4,90,94,100,57,75,100,49,75,100,29,49,77,15,55,80,NA,0,NA,NA,0.1,NA,NA,1.8,NA,NA,18,NA,NA,35.1,NA,0,27,80,NA,NA,NA,NA,NA,NA,5,18,30,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.4,1.55,1.7,NA,NA,NA,NA,1.63,NA,NA,4.23,23.29,42.34,0.05,0.12,0.19,NA,22.7,NA,NA,19.2,NA,NA,11.3,NA,NA,34,NA,0,1.5,2.9,15,20,25,5,7.5,10,0,0,6,0.28,0.43,0,10,20,0,0,0,0,0,0,0,0,0,3,11,19,NA,NA,NA,NA,NA,NA,5.6,7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17483906,51074980
